Project Name,Package Name,Type Name,LCOM1,LCOM2,LCOM3,LCOM4,LCOM5,YALCOM
lang3,org.apache.commons.lang3.concurrent,ConstantFuture,12.0,9.0,4.0,4.0,0.6,0.6666666666666666
lang3,org.apache.commons.lang3.concurrent,AbstractCircuitBreaker,82.0,73.0,9.0,6.0,0.8717948717948718,0.42857142857142855
lang3,org.apache.commons.lang3.concurrent,MultiBackgroundInitializer,85.0,65.0,5.0,5.0,0.8214285714285714,0.3333333333333333
lang3,org.apache.commons.lang3.concurrent,MultiBackgroundInitializerResults,18.0,8.0,2.0,1.0,0.7142857142857143,0.0
lang3,org.apache.commons.lang3.concurrent,AtomicSafeInitializer,35.0,34.0,8.0,7.0,0.9166666666666666,0.7777777777777778
lang3,org.apache.commons.lang3.concurrent,Builder,1.0,0.0,2.0,2.0,0.0,1.0
lang3,org.apache.commons.lang3.concurrent,UncheckedFutureImpl,3.0,0.0,3.0,3.0,0.0,1.0
lang3,org.apache.commons.lang3.concurrent,CallableBackgroundInitializer,4.0,0.0,2.0,2.0,0.25,0.4
lang3,org.apache.commons.lang3.concurrent,TimedSemaphore,154.0,137.0,6.0,1.0,0.9401709401709402,0.0
lang3,org.apache.commons.lang3.concurrent,AbstractConcurrentInitializer,43.0,31.0,7.0,5.0,0.9,0.2727272727272727
lang3,org.apache.commons.lang3.concurrent,AbstractBuilder,8.0,6.0,3.0,3.0,0.75,0.6
lang3,org.apache.commons.lang3.concurrent,CircuitBreakingException,6.0,0.0,4.0,4.0,1.3333333333333333,1.0
lang3,org.apache.commons.lang3.concurrent,ConcurrentException,3.0,0.0,3.0,3.0,1.5,1.0
lang3,org.apache.commons.lang3.concurrent,CircuitBreaker,15.0,0.0,6.0,6.0,0.0,-1.0
lang3,org.apache.commons.lang3.concurrent,UncheckedFuture,10.0,0.0,5.0,5.0,0.0,-1.0
lang3,org.apache.commons.lang3.concurrent,AtomicInitializer,35.0,34.0,8.0,7.0,0.875,0.7777777777777778
lang3,org.apache.commons.lang3.concurrent,Builder,1.0,0.0,2.0,2.0,0.0,1.0
lang3,org.apache.commons.lang3.concurrent,BasicThreadFactory,140.0,109.0,8.0,7.0,0.914141414141414,0.21052631578947367
lang3,org.apache.commons.lang3.concurrent,Builder,29.0,22.0,3.0,3.0,0.85,0.3333333333333333
lang3,org.apache.commons.lang3.concurrent,AbstractFutureProxy,0.0,0.0,1.0,1.0,-0.0,0.0
lang3,org.apache.commons.lang3.concurrent,UncheckedExecutionException,0.0,0.0,1.0,1.0,0.0,0.0
lang3,org.apache.commons.lang3.concurrent,BackgroundInitializer,196.0,182.0,14.0,7.0,0.93,0.2857142857142857
lang3,org.apache.commons.lang3.concurrent,Builder,2.0,1.0,2.0,2.0,0.5,0.6666666666666666
lang3,org.apache.commons.lang3.concurrent,InitializationTask,0.0,0.0,1.0,1.0,-0.0,0.0
lang3,org.apache.commons.lang3.concurrent,ConstantInitializer,18.0,15.0,5.0,2.0,0.8333333333333334,0.2857142857142857
lang3,org.apache.commons.lang3.concurrent,ConcurrentRuntimeException,3.0,0.0,3.0,3.0,1.5,1.0
lang3,org.apache.commons.lang3.concurrent.locks,LockingVisitors,62.0,19.0,2.0,2.0,0.7678571428571429,0.13333333333333333
lang3,org.apache.commons.lang3.concurrent.locks,LockVisitor,23.0,10.0,1.0,1.0,0.75,0.0
lang3,org.apache.commons.lang3.concurrent.locks,ReadWriteLockVisitor,0.0,0.0,1.0,1.0,0.0,0.0
lang3,org.apache.commons.lang3.concurrent.locks,StampedLockVisitor,0.0,0.0,1.0,1.0,0.0,0.0
lang3,org.apache.commons.lang3.event,EventListenerSupport,146.0,121.0,10.0,6.0,0.8999999999999999,0.3157894736842105
lang3,org.apache.commons.lang3.event,ProxyInvocationHandler,5.0,4.0,3.0,2.0,0.6666666666666666,0.5
lang3,org.apache.commons.lang3.event,EventUtils,9.0,3.0,3.0,3.0,0.4666666666666667,0.5
lang3,org.apache.commons.lang3.event,EventBindingInvocationHandler,0.0,0.0,1.0,1.0,0.16666666666666674,0.0
lang3,org.apache.commons.lang3.reflect,MemberUtils,172.0,154.0,14.0,6.0,0.8947368421052632,0.3
lang3,org.apache.commons.lang3.reflect,Executable,10.0,5.0,3.0,3.0,0.6,0.5
lang3,org.apache.commons.lang3.reflect,TypeUtils,3033.0,2985.0,64.0,12.0,0.9786324786324786,0.12658227848101267
lang3,org.apache.commons.lang3.reflect,GenericArrayTypeImpl,7.0,4.0,3.0,3.0,0.5,0.6
lang3,org.apache.commons.lang3.reflect,ParameterizedTypeImpl,14.0,7.0,3.0,3.0,0.6666666666666666,0.42857142857142855
lang3,org.apache.commons.lang3.reflect,WildcardTypeBuilder,4.0,2.0,2.0,2.0,0.6666666666666666,0.5
lang3,org.apache.commons.lang3.reflect,WildcardTypeImpl,10.0,5.0,3.0,3.0,0.6,0.5
lang3,org.apache.commons.lang3.reflect,TypeLiteral,3.0,0.0,1.0,1.0,0.6666666666666666,0.0
lang3,org.apache.commons.lang3.reflect,InheritanceUtils,1.0,0.0,2.0,2.0,0.0,1.0
lang3,org.apache.commons.lang3.reflect,ConstructorUtils,36.0,0.0,9.0,8.0,0.0,0.8888888888888888
lang3,org.apache.commons.lang3.reflect,FieldUtils,595.0,0.0,35.0,6.0,0.0,0.17142857142857143
lang3,org.apache.commons.lang3.reflect,MethodUtils,465.0,0.0,31.0,13.0,1.0,0.41935483870967744
lang3,org.apache.commons.lang3.reflect,Typed,0.0,0.0,1.0,1.0,0.0,-1.0
lang3,org.apache.commons.lang3.exception,UncheckedException,0.0,0.0,1.0,1.0,0.0,0.0
lang3,org.apache.commons.lang3.exception,ExceptionContext,21.0,0.0,7.0,7.0,0.0,-1.0
lang3,org.apache.commons.lang3.exception,DefaultExceptionContext,26.0,16.0,5.0,2.0,0.8125,0.2222222222222222
lang3,org.apache.commons.lang3.exception,CloneFailedException,3.0,0.0,3.0,3.0,1.5,1.0
lang3,org.apache.commons.lang3.exception,UncheckedIllegalAccessException,0.0,0.0,1.0,1.0,0.0,0.0
lang3,org.apache.commons.lang3.exception,UncheckedReflectiveOperationException,0.0,0.0,1.0,1.0,0.0,0.0
lang3,org.apache.commons.lang3.exception,ContextedException,25.0,0.0,3.0,2.0,0.6153846153846154,0.14285714285714285
lang3,org.apache.commons.lang3.exception,UncheckedInterruptedException,0.0,0.0,1.0,1.0,0.0,0.0
lang3,org.apache.commons.lang3.exception,ContextedRuntimeException,25.0,0.0,3.0,2.0,0.6153846153846154,0.14285714285714285
lang3,org.apache.commons.lang3.exception,ExceptionUtils,861.0,0.0,42.0,14.0,0.983739837398374,0.30952380952380953
